id,plan_name,global_plan,region,plan_type,data,validity,package_name,retail_price,wholesale_price,cost_price,singleUse,test_plan,isRegional,created_at,updated_at,deleted_at,vendor_id,recharge,countries
,Middle East and Africa 5GB,0,Middle East,2,5,30,esim_5GB_30D_RME_V2,25.00,20.00,16.39,0,0,1,2023-06-24 13:26:03,2024-04-09 16:49:51,\N,3,0,"OM,IL,AE,TR,KW,MA,EG,JO"
,Middle East and Africa 50GB,0,Middle East,2,5,30,esim_5GB_50D_RME_V2,155.00,135.00,120.55,0,0,1,2023-06-24 13:26:03,2024-04-09 16:49:51,\N,3,0,"OM,IL,AE,TR,KW,MA,EG,JO"
1,Middle East 1GB,0,Middle East,2,1,7,esimg_1GB_7D_RME_U,10.00,8.50,6.98,0,0,1,26:01.2,07:21.7,\N,3,0,0
61,Plan for Reunion,0,Africa,2,1,7,esimgnr_1GB_7D_RE_U,9.50,7.20,5.22,0,0,0,26:01.5,07:21.7,\N,3,0,0
542,Middle East 3GB,0,Middle East,2,3,30,esimg_3GB_30D_RME_U,30.00,25.00,18.88,0,0,1,26:02.7,07:21.7,\N,3,0,0
544,Middle East 5GB,0,Middle East,2,5,30,esimg_5GB_30D_RME_U,45.00,40.00,31.50,0,0,1,26:02.7,07:21.7,\N,3,0,0
546,Middle East 20GB,0,Middle East,2,20,30,esimg_20GB_30D_RME_U,125.00,115.00,102.72,0,0,1,26:02.7,07:21.7,\N,3,0,0
554,Middle East 10GB,0,Middle East,2,10,30,esimg_10GB_30D_RME_U,75.00,65.00,57.17,0,0,1,26:02.7,07:21.7,\N,3,0,0
656,Plan for Nigeria 20GB,0,Africa,2,20,30,esimgnr_20GB_30D_NG_U,99.00,85.00,62.10,0,0,0,10:12.8,07:21.7,\N,3,0,0
669,Plan for Seychelles 20GB,0,Africa,2,20,30,esimgnr_20GB_30D_SC_U,99.00,85.00,62.10,0,0,0,38:00.0,07:21.7,\N,3,0,0
2285,Aaland Islands 10GB,0,Europe,2,10,30,esimgnr_10GB_30D_AX_U,25.00,20.00,13.50,0,0,0,43:14.3,43:14.3,\N,3,1,0
2286,Aaland Islands 1GB,0,Europe,2,1,7,esimgnr_1GB_7D_AX_U,5.00,3.20,1.98,0,0,0,43:14.3,43:14.3,\N,3,1,0
2287,Aaland Islands 20GB,0,Europe,2,20,30,esimgnr_20GB_30D_AX_U,42.00,30.00,23.85,0,0,0,43:14.3,43:14.3,\N,3,1,0
2288,Aaland Islands 3GB,0,Europe,2,3,30,esimgnr_3GB_30D_AX_U,10.00,7.00,4.95,0,0,0,43:14.3,43:14.3,\N,3,1,0
2289,Aaland Islands 5GB,0,Europe,2,5,30,esimgnr_5GB_30D_AX_U,15.00,12.00,7.74,0,0,0,43:14.4,43:14.4,\N,3,1,0
2290,Africa 10GB,0,Africa,2,10,30,esimg_10GB_30D_RAF_U,65.00,60.00,57.17,0,0,1,43:14.4,43:14.4,\N,3,1,0
2291,Africa 1GB,0,Africa,2,1,7,esimg_1GB_7D_RAF_U,9.50,7.75,6.98,0,0,1,43:14.4,43:14.4,\N,3,1,0
2292,Africa 20GB,0,Africa,2,20,30,esimg_20GB_30D_RAF_U,120.00,110.00,102.72,0,0,1,43:14.4,43:14.4,\N,3,1,0
2293,Africa 3GB,0,Africa,2,3,30,esimg_3GB_30D_RAF_U,27.00,22.50,18.88,0,0,1,43:14.4,43:14.4,\N,3,1,0
2294,Africa 5GB,0,Africa,2,5,30,esimg_5GB_30D_RAF_U,42.00,35.00,31.15,0,0,1,43:14.5,43:14.5,\N,3,1,0
2295,Albania 1GB,0,Eastern Europe,2,1,7,esimgnr_1GB_7D_AL_U,12.00,10.00,8.82,0,0,0,43:14.5,43:14.5,\N,3,1,0
2296,Albania 3GB,0,Eastern Europe,2,3,30,esimgnr_3GB_30D_AL_U,35.00,30.00,23.85,0,0,0,43:14.5,43:14.5,\N,3,1,0
2297,Albania 5GB,0,Eastern Europe,2,5,30,esimgnr_5GB_30D_AL_U,45.00,40.00,36.27,0,0,0,43:14.5,43:14.5,\N,3,1,0
2298,Algeria 1GB,0,Africa,2,1,7,esimgnr_1GB_7D_DZ_U,25.00,23.00,19.71,0,0,0,43:14.5,43:14.5,\N,3,1,0
2299,Algeria 3GB,0,Africa,2,3,30,esimgnr_3GB_30D_DZ_U,65.00,60.00,54.91,0,0,0,43:14.5,43:14.5,\N,3,1,0
2300,Algeria 5GB,0,Africa,2,5,30,esimgnr_5GB_30D_DZ_U,110.00,100.00,91.21,0,0,0,43:14.6,43:14.6,\N,3,1,0
2301,Andorra 10GB,0,Europe,2,10,30,esimgnr_10GB_30D_AD_U,55.00,50.00,46.62,0,0,0,43:14.6,43:14.6,\N,3,1,0
2302,Andorra 1GB,0,Europe,2,1,7,esimgnr_1GB_7D_AD_U,10.00,8.00,6.75,0,0,0,43:14.6,43:14.6,\N,3,1,0
2303,Andorra 3GB,0,Europe,2,3,30,esimgnr_3GB_30D_AD_U,25.00,22.00,17.64,0,0,0,43:14.6,43:14.6,\N,3,1,0
2304,Andorra 5GB,0,Europe,2,5,30,esimgnr_5GB_30D_AD_U,32.00,30.00,25.92,0,0,0,43:14.6,43:14.6,\N,3,1,0
2305,Argentina 10GB,0,LATM,2,10,30,esimgnr_10GB_30D_AR_U,55.00,50.00,36.27,0,0,0,43:14.6,43:14.6,\N,3,1,0
2306,Argentina 1GB,0,LATM,2,1,7,esimgnr_1GB_7D_AR_U,9.50,7.20,5.22,0,0,0,43:14.6,43:14.6,\N,3,1,0
2307,Argentina 20GB,0,LATM,2,20,30,esimgnr_20GB_30D_AR_U,99.00,85.00,62.10,0,0,0,43:14.7,43:14.7,\N,3,1,0
2308,Argentina 3GB,0,LATM,2,3,30,esimgnr_3GB_30D_AR_U,21.50,18.00,13.50,0,0,0,43:14.7,43:14.7,\N,3,1,0
2309,Argentina 5GB,0,LATM,2,5,30,esimgnr_5GB_30D_AR_U,35.00,30.00,20.70,0,0,0,43:14.7,43:14.7,\N,3,1,0
2310,Armenia 10GB,0,Middle East,2,10,30,esimgnr_10GB_30D_AM_U,110.00,100.00,75.94,0,0,0,43:14.7,43:14.7,\N,3,1,0
2311,Armenia 1GB,0,Middle East,2,1,7,esimgnr_1GB_7D_AM_U,15.00,12.00,9.12,0,0,0,43:14.7,43:14.7,\N,3,1,0
2312,Armenia 20GB,0,Middle East,2,20,30,esimgnr_20GB_30D_AM_U,160.00,150.00,136.58,0,0,0,43:14.7,43:14.7,\N,3,1,0
2313,Armenia 3GB,0,Middle East,2,3,30,esimgnr_3GB_30D_AM_U,32.00,30.00,24.96,0,0,0,43:14.8,43:14.8,\N,3,1,0
2314,Armenia 5GB,0,Middle East,2,5,30,esimgnr_5GB_30D_AM_U,50.00,46.00,41.29,0,0,0,43:14.8,43:14.8,\N,3,1,0
2315,Asia 10GB,0,Asia,2,10,30,esimg_10GB_30D_RAS_U,25.00,21.00,17.30,0,0,1,43:14.8,43:14.8,\N,3,1,0
2316,Asia 1GB,0,Asia,2,1,7,esimg_1GB_7D_RAS_U,5.00,4.00,2.50,0,0,1,43:14.8,43:14.8,\N,3,1,0
2317,Asia 20GB,0,Asia,2,20,30,esimg_20GB_30D_RAS_U,40.00,35.00,29.90,0,0,1,43:14.8,43:14.8,\N,3,1,0
2318,Asia 3GB,0,Asia,2,3,30,esimg_3GB_30D_RAS_U,10.00,8.50,6.30,0,0,1,43:14.8,43:14.8,\N,3,1,0
2319,Asia 5GB,0,Asia,2,5,30,esimg_5GB_30D_RAS_U,15.00,12.00,9.80,0,0,1,43:14.8,43:14.8,\N,3,1,0
2320,Australia 10GB,0,Oceania,2,10,30,esimgnr_10GB_30D_AU_U,25.00,20.00,17.23,0,0,0,43:14.9,43:14.9,\N,3,1,0
2321,Australia 1GB,0,Oceania,2,1,7,esimgnr_1GB_7D_AU_U,5.00,3.20,2.38,0,0,0,43:14.9,43:14.9,\N,3,1,0
2322,Australia 20GB,0,Oceania,2,20,30,esimgnr_20GB_30D_AU_U,45.00,35.00,30.71,0,0,0,43:14.9,43:14.9,\N,3,1,0
2323,Australia 3GB,0,Oceania,2,3,30,esimgnr_3GB_30D_AU_U,10.00,7.00,5.90,0,0,0,43:14.9,43:14.9,\N,3,1,0
2324,Australia 5GB,0,Oceania,2,5,30,esimgnr_5GB_30D_AU_U,15.00,12.00,9.53,0,0,0,43:14.9,43:14.9,\N,3,1,0
2325,Austria 10GB,0,Europe,2,10,30,esimgnr_10GB_30D_AT_U,25.00,15.00,8.50,0,0,0,43:14.9,43:14.9,\N,3,1,0
2326,Austria 1GB,0,Europe,2,1,7,esimgnr_1GB_7D_AT_U,5.00,2.50,1.47,0,0,0,43:14.9,43:14.9,\N,3,1,0
2327,Austria 20GB,0,Europe,2,20,30,esimgnr_20GB_30D_AT_U,35.00,25.00,15.00,0,0,0,43:15.0,43:15.0,\N,3,1,0
2328,Austria 3GB,0,Europe,2,3,30,esimgnr_3GB_30D_AT_U,10.00,6.00,3.24,0,0,0,43:15.0,43:15.0,\N,3,1,0
2329,Austria 5GB,0,Europe,2,5,30,esimgnr_5GB_30D_AT_U,15.00,10.00,5.05,0,0,0,43:15.0,43:15.0,\N,3,1,0
2330,Azerbaijan 10GB,0,Middle East,2,10,30,esimgnr_10GB_30D_AZ_U,55.00,50.00,36.27,0,0,0,43:15.0,43:15.0,\N,3,1,0
2331,Azerbaijan 1GB,0,Middle East,2,1,7,esimgnr_1GB_7D_AZ_U,9.50,7.20,5.22,0,0,0,43:15.0,43:15.0,\N,3,1,0
2332,Azerbaijan 20GB,0,Middle East,2,20,30,esimgnr_20GB_30D_AZ_U,99.00,85.00,62.10,0,0,0,43:15.0,43:15.0,\N,3,1,0
2333,Azerbaijan 3GB,0,Middle East,2,3,30,esimgnr_3GB_30D_AZ_U,21.50,18.00,13.50,0,0,0,43:15.0,43:15.0,\N,3,1,0
2334,Azerbaijan 5GB,0,Middle East,2,5,30,esimgnr_5GB_30D_AZ_U,35.00,30.00,20.70,0,0,0,43:15.1,43:15.1,\N,3,1,0
2335,Bahrain 1GB,0,Middle East,2,1,7,esimgnr_1GB_7D_BH_U,12.00,10.00,8.82,0,0,0,43:15.1,43:15.1,\N,3,1,0
2336,Bahrain 3GB,0,Middle East,2,3,30,esimgnr_3GB_30D_BH_U,35.00,30.00,23.85,0,0,0,43:15.1,43:15.1,\N,3,1,0
2337,Bahrain 5GB,0,Middle East,2,5,30,esimgnr_5GB_30D_BH_U,43.00,40.00,36.27,0,0,0,43:15.1,43:15.1,\N,3,1,0
2338,Bangladesh 1GB,0,Asia,2,1,7,esimgnr_1GB_7D_BD_U,15.00,12.00,8.82,0,0,0,43:15.1,43:15.1,\N,3,1,0
2339,Bangladesh 3GB,0,Asia,2,3,30,esimgnr_3GB_30D_BD_U,35.00,30.00,23.85,0,0,0,43:15.1,43:15.1,\N,3,1,0
2340,Bangladesh 5GB,0,Asia,2,5,30,esimgnr_5GB_30D_BD_U,43.00,40.00,36.27,0,0,0,43:15.1,43:15.1,\N,3,1,0
2341,Belgium 10GB,0,Europe,2,10,30,esimgnr_10GB_30D_BE_U,25.00,15.00,8.50,0,0,0,43:15.2,43:15.2,\N,3,1,0
2342,Belgium 1GB,0,Europe,2,1,7,esimgnr_1GB_7D_BE_U,5.00,2.50,1.47,0,0,0,43:15.2,43:15.2,\N,3,1,0
2343,Belgium 20GB,0,Europe,2,20,30,esimgnr_20GB_30D_BE_U,35.00,25.00,15.00,0,0,0,43:15.2,43:15.2,\N,3,1,0
2344,Belgium 3GB,0,Europe,2,3,30,esimgnr_3GB_30D_BE_U,10.00,6.00,3.24,0,0,0,43:15.2,43:15.2,\N,3,1,0
2345,Belgium 5GB,0,Europe,2,5,30,esimgnr_5GB_30D_BE_U,15.00,10.00,5.05,0,0,0,43:15.2,43:15.2,\N,3,1,0
2346,Bolivia 10GB,0,LATM,2,10,30,esimgnr_10GB_30D_BO_U,75.00,65.00,46.62,0,0,0,43:15.2,43:15.2,\N,3,1,0
2347,Bolivia 1GB,0,LATAM,2,1,7,esimgnr_1GB_7D_BO_U,12.00,9.00,6.75,0,0,0,43:15.2,43:15.2,\N,3,1,0
2348,Bolivia 3GB,0,LATM,2,3,30,esimgnr_3GB_30D_BO_U,27.00,23.50,17.64,0,0,0,43:15.2,43:15.2,\N,3,1,0
2349,Bolivia 5GB,0,LATM,2,5,30,esimgnr_5GB_30D_BO_U,40.00,36.00,25.92,0,0,0,43:15.3,43:15.3,\N,3,1,0
2350,Bosnia and Herzegovina 10GB,0,Eastern Europe,2,10,30,esimgnr_10GB_30D_BA_U,55.00,50.00,46.62,0,0,0,43:15.3,43:15.3,\N,3,1,0
2351,Bosnia and Herzegovina 1GB,0,Europe,2,1,7,esimgnr_1GB_7D_BA_U,10.00,8.00,6.75,0,0,0,43:15.3,43:15.3,\N,3,1,0
2352,Bosnia and Herzegovina 3GB,0,Eastern Europe,2,3,30,esimgnr_3GB_30D_BA_U,25.00,22.00,17.64,0,0,0,43:15.3,43:15.3,\N,3,1,0
2353,Bosnia and Herzegovina 5GB,0,Eastern Europe,2,5,30,esimgnr_5GB_30D_BA_U,35.00,30.00,25.92,0,0,0,43:15.3,43:15.3,\N,3,1,0
2354,Botswana 1GB,0,Africa,2,1,7,esimgnr_1GB_7D_BW_U,12.00,10.00,8.82,0,0,0,43:15.3,43:15.3,\N,3,1,0
2355,Botswana 3GB,0,Africa,2,3,30,esimgnr_3GB_30D_BW_U,35.00,30.00,23.85,0,0,0,43:15.3,43:15.3,\N,3,1,0
2356,Botswana 5GB,0,Africa,2,5,30,esimgnr_5GB_30D_BW_U,43.00,40.00,36.27,0,0,0,43:15.4,43:15.4,\N,3,1,0
2357,Brazil 10GB,0,LATM,2,10,30,esimgnr_10GB_30D_BR_U,40.00,35.00,23.85,0,0,0,43:15.4,43:15.4,\N,3,1,0
2358,Brazil 1GB,0,LATAM,2,1,7,esimgnr_1GB_7D_BR_U,7.00,4.25,3.15,0,0,0,43:15.4,43:15.4,\N,3,1,0
2359,Brazil 20GB,0,LATAM,2,20,30,esimgnr_20GB_30D_BR_U,70.00,58.00,41.40,0,0,0,43:15.4,43:15.4,\N,3,1,0
2360,Brazil 3GB,0,LATM,2,3,30,esimgnr_3GB_30D_BR_U,15.00,12.00,8.46,0,0,0,43:15.4,43:15.4,\N,3,1,0
2361,Brazil 5GB,0,LATM,2,5,30,esimgnr_5GB_30D_BR_U,25.00,20.00,13.50,0,0,0,43:15.4,43:15.4,\N,3,1,0
2362,Brunei Darussalam 10GB,0,Middle East,2,10,30,esimgnr_10GB_30D_BN_U,110.00,100.00,84.33,0,0,0,43:15.4,43:15.4,\N,3,1,0
2363,Brunei Darussalam 1GB,0,Middle East,2,1,7,esimgnr_1GB_7D_BN_U,15.00,12.50,10.08,0,0,0,43:15.4,43:15.4,\N,3,1,0
2364,Brunei Darussalam 3GB,0,Middle East,2,3,30,esimgnr_3GB_30D_BN_U,35.00,32.00,27.68,0,0,0,43:15.5,43:15.5,\N,3,1,0
2365,Brunei Darussalam 5GB,0,Middle East,2,5,30,esimgnr_5GB_30D_BN_U,55.00,50.00,45.83,0,0,0,43:15.5,43:15.5,\N,3,1,0
2366,Bulgaria 10GB,0,Europe,2,10,30,esimgnr_10GB_30D_BG_U,25.00,15.00,8.50,0,0,0,43:15.5,43:15.5,\N,3,1,0
2367,Bulgaria 1GB,0,Europe,2,1,7,esimgnr_1GB_7D_BG_U,5.00,2.50,1.47,0,0,0,43:15.5,43:15.5,\N,3,1,0
2368,Bulgaria 20GB,0,Europe,2,20,30,esimgnr_20GB_30D_BG_U,35.00,25.00,15.00,0,0,0,43:15.5,43:15.5,\N,3,1,0
2369,Bulgaria 3GB,0,Europe,2,3,30,esimgnr_3GB_30D_BG_U,10.00,6.00,3.24,0,0,0,43:15.5,43:15.5,\N,3,1,0
2370,Bulgaria 5GB,0,Europe,2,5,30,esimgnr_5GB_30D_BG_U,15.00,10.00,5.05,0,0,0,43:15.5,43:15.5,\N,3,1,0
2371,Cambodia 1GB,0,Asia,2,1,7,esimgnr_1GB_7D_KH_U,15.00,12.00,8.82,0,0,0,43:15.6,43:15.6,\N,3,1,0
2372,Cambodia 3GB,0,Asia,2,3,30,esimgnr_3GB_30D_KH_U,35.00,30.00,23.85,0,0,0,43:15.6,43:15.6,\N,3,1,0
2373,Cambodia 5GB,0,Asia,2,5,30,esimgnr_5GB_30D_KH_U,45.00,40.00,36.27,0,0,0,43:15.6,43:15.6,\N,3,1,0
2374,Cameroon 10GB,0,Africa,2,10,30,esimgnr_10GB_30D_CM_U,105.00,95.00,84.33,0,0,0,43:15.6,43:15.6,\N,3,1,0
2375,Cameroon 1GB,0,Africa,2,1,7,esimgnr_1GB_7D_CM_U,15.00,12.50,10.08,0,0,0,43:15.6,43:15.6,\N,3,1,0
2376,Cameroon 3GB,0,Africa,2,3,30,esimgnr_3GB_30D_CM_U,32.00,30.00,27.68,0,0,0,43:15.6,43:15.6,\N,3,1,0
2377,Cameroon 5GB,0,Africa,2,5,30,esimgnr_5GB_30D_CM_U,54.00,50.00,45.83,0,0,0,43:15.6,43:15.6,\N,3,1,0
2378,Canada 10GB,0,North America,2,10,30,esimgnr_10GB_30D_CA_U,40.00,35.00,23.85,0,0,0,43:15.6,43:15.6,\N,3,1,0
2379,Canada 1GB,0,North America,2,1,7,esimgnr_1GB_7D_CA_U,7.00,4.25,3.15,0,0,0,43:15.7,43:15.7,\N,3,1,0
2380,Canada 20GB,0,North America,2,20,30,esimgnr_20GB_30D_CA_U,70.00,58.00,41.40,0,0,0,43:15.7,43:15.7,\N,3,1,0
2381,Canada 3GB,0,North America,2,3,30,esimgnr_3GB_30D_CA_U,15.00,12.00,8.46,0,0,0,43:15.7,43:15.7,\N,3,1,0
2382,Canada 5GB,0,North America,2,5,30,esimgnr_5GB_30D_CA_U,25.00,20.00,13.50,0,0,0,43:15.7,43:15.7,\N,3,1,0
2383,Canary Island 10GB,0,Europe,2,10,30,esimgnr_10GB_30D_IC_U,25.00,15.00,8.50,0,0,0,43:15.7,43:15.7,\N,3,1,0
2384,Canary Island 1GB,0,Europe,2,1,7,esimgnr_1GB_7D_IC_U,5.00,2.50,1.47,0,0,0,43:15.7,43:15.7,\N,3,1,0
2385,Canary Island 20GB,0,Europe,2,20,30,esimgnr_20GB_30D_IC_U,35.00,25.00,15.00,0,0,0,43:15.7,43:15.7,\N,3,1,0
2386,Canary Island 3GB,0,Europe,2,3,30,esimgnr_3GB_30D_IC_U,10.00,6.00,3.24,0,0,0,43:15.7,43:15.7,\N,3,1,0
2387,Canary Island 5GB,0,Europe,2,5,30,esimgnr_5GB_30D_IC_U,15.00,10.00,5.05,0,0,0,43:15.7,43:15.7,\N,3,1,0
2388,Central African Republic 1GB,0,Africa,2,1,7,esimgnr_1GB_7D_CF_U,15.00,12.00,8.82,0,0,0,43:15.8,43:15.8,\N,3,1,0
2389,Central African Republic 3GB,0,Africa,2,3,30,esimgnr_3GB_30D_CF_U,35.00,31.50,23.85,0,0,0,43:15.8,43:15.8,\N,3,1,0
2390,Central African Republic 5GB,0,Africa,2,5,30,esimgnr_5GB_30D_CF_U,55.00,50.00,36.27,0,0,0,43:15.8,43:15.8,\N,3,1,0
2391,Chad 10GB,0,Africa,2,10,30,esimgnr_10GB_30D_TD_U,85.00,80.00,75.94,0,0,0,43:15.8,43:15.8,\N,3,1,0
2392,Chad 1GB,0,Africa,2,1,7,esimgnr_1GB_7D_TD_U,14.00,12.00,9.12,0,0,0,43:15.8,43:15.8,\N,3,1,0
2393,Chad 20GB,0,Africa,2,20,30,esimgnr_20GB_30D_TD_U,160.00,150.00,136.58,0,0,0,43:15.8,43:15.8,\N,3,1,0
2394,Chad 3GB,0,Africa,2,3,30,esimgnr_3GB_30D_TD_U,30.00,28.00,24.96,0,0,0,43:15.8,43:15.8,\N,3,1,0
2395,Chad 5GB,0,Africa,2,5,30,esimgnr_5GB_30D_TD_U,50.00,45.00,41.29,0,0,0,43:15.8,43:15.8,\N,3,1,0
2396,Chile 10GB,0,LATM,2,10,30,esimgnr_10GB_30D_CL_U,40.00,35.00,23.85,0,0,0,43:15.9,43:15.9,\N,3,1,0
2397,Chile 1GB,0,LATM,2,1,7,esimgnr_1GB_7D_CL_U,7.00,4.25,3.15,0,0,0,43:15.9,43:15.9,\N,3,1,0
2398,Chile 20GB,0,LATM,2,20,30,esimgnr_20GB_30D_CL_U,70.00,58.00,41.40,0,0,0,43:15.9,43:15.9,\N,3,1,0
2399,Chile 3GB,0,LATM,2,3,30,esimgnr_3GB_30D_CL_U,15.00,12.00,8.46,0,0,0,43:15.9,43:15.9,\N,3,1,0
2400,Chile 5GB,0,LATM,2,5,30,esimgnr_5GB_30D_CL_U,25.00,20.00,13.50,0,0,0,43:15.9,43:15.9,\N,3,1,0
2401,China 10GB,0,Asia,2,10,30,esimgnr_10GB_30D_CN_U,50.00,48.00,42.39,0,0,0,43:15.9,43:15.9,\N,3,1,0
2402,China 1GB,0,Asia,2,1,7,esimgnr_1GB_7D_CN_U,7.50,7.00,5.27,0,0,0,43:15.9,43:15.9,\N,3,1,0
2403,China 20GB,0,Asia,2,20,30,esimgnr_20GB_30D_CN_U,90.00,84.00,76.08,0,0,0,43:16.0,43:16.0,\N,3,1,0
2404,China 3GB,0,Asia,2,3,30,esimgnr_3GB_30D_CN_U,20.00,18.00,14.07,0,0,0,43:16.0,43:16.0,\N,3,1,0
2405,China 5GB,0,Asia,2,5,30,esimgnr_5GB_30D_CN_U,30.00,26.00,23.14,0,0,0,43:16.0,43:16.0,\N,3,1,0
2406,Colombia 10GB,0,LATM,2,10,30,esimgnr_10GB_30D_CO_U,75.00,65.00,46.62,0,0,0,43:16.0,43:16.0,\N,3,1,0
2407,Colombia 1GB,0,LATM,2,1,7,esimgnr_1GB_7D_CO_U,12.00,9.00,6.75,0,0,0,43:16.0,43:16.0,\N,3,1,0
2408,Colombia 3GB,0,LATM,2,3,30,esimgnr_3GB_30D_CO_U,27.00,23.50,17.64,0,0,0,43:16.0,43:16.0,\N,3,1,0
2409,Colombia 5GB,0,LATM,2,5,30,esimgnr_5GB_30D_CO_U,40.00,36.00,25.92,0,0,0,43:16.0,43:16.0,\N,3,1,0
2410,Congo 10GB,0,Africa,2,10,30,esimgnr_10GB_30D_CG_U,85.00,80.00,75.94,0,0,0,43:16.1,43:16.1,\N,3,1,0
2411,Congo 1GB,0,Africa,2,1,7,esimgnr_1GB_7D_CG_U,14.00,11.00,9.12,0,0,0,43:16.1,43:16.1,\N,3,1,0
2412,Congo 20GB,0,Africa,2,20,30,esimgnr_20GB_30D_CG_U,160.00,150.00,136.58,0,0,0,43:16.1,43:16.1,\N,3,1,0
2413,Congo 3GB,0,Africa,2,3,30,esimgnr_3GB_30D_CG_U,35.00,30.00,24.96,0,0,0,43:16.1,43:16.1,\N,3,1,0
2414,Congo 5GB,0,Africa,2,5,30,esimgnr_5GB_30D_CG_U,50.00,45.00,41.29,0,0,0,43:16.1,43:16.1,\N,3,1,0
2415,Costa Rica 10GB,0,LATM,2,10,30,esimgnr_10GB_30D_CR_U,55.00,50.00,36.27,0,0,0,43:16.1,43:16.1,\N,3,1,0
2416,Costa Rica 1GB,0,LATM,2,1,7,esimgnr_1GB_7D_CR_U,9.50,7.20,5.22,0,0,0,43:16.1,43:16.1,\N,3,1,0
2417,Costa Rica 20GB,0,LATM,2,20,30,esimgnr_20GB_30D_CR_U,99.00,85.00,62.10,0,0,0,43:16.2,43:16.2,\N,3,1,0
2418,Costa Rica 3GB,0,LATM,2,3,30,esimgnr_3GB_30D_CR_U,21.50,18.00,13.50,0,0,0,43:16.2,43:16.2,\N,3,1,0
2419,Costa Rica 5GB,0,LATM,2,5,30,esimgnr_5GB_30D_CR_U,35.00,30.00,20.70,0,0,0,43:16.2,43:16.2,\N,3,1,0
2420,Cote d'Ivoire 1GB,0,Africa,2,1,7,esimgnr_1GB_7D_CI_U,15.00,12.00,8.82,0,0,0,43:16.2,43:16.2,\N,3,1,0
2421,Cote d'Ivoire 3GB,0,Africa,2,3,30,esimgnr_3GB_30D_CI_U,35.00,31.50,23.85,0,0,0,43:16.2,43:16.2,\N,3,1,0
2422,Cote d'Ivoire 5GB,0,Africa,2,5,30,esimgnr_5GB_30D_CI_U,55.00,50.00,36.27,0,0,0,43:16.2,43:16.2,\N,3,1,0
2423,Croatia 10GB,0,Eastern Europe,2,10,30,esimgnr_10GB_30D_HR_U,25.00,15.00,8.50,0,0,0,43:16.2,43:16.2,\N,3,1,0
2424,Croatia 1GB,0,Europe,2,1,7,esimgnr_1GB_7D_HR_U,5.00,2.50,1.47,0,0,0,43:16.2,43:16.2,\N,3,1,0
2425,Croatia 20GB,0,Eastern Europe,2,20,30,esimgnr_20GB_30D_HR_U,35.00,25.00,15.00,0,0,0,43:16.2,43:16.2,\N,3,1,0
2426,Croatia 3GB,0,Eastern Europe,2,3,30,esimgnr_3GB_30D_HR_U,10.00,6.00,3.24,0,0,0,43:16.3,43:16.3,\N,3,1,0
2427,Croatia 5GB,0,Eastern Europe,2,5,30,esimgnr_5GB_30D_HR_U,15.00,10.00,5.05,0,0,0,43:16.3,43:16.3,\N,3,1,0
2428,Cyprus 10GB,0,Europe,2,10,30,esimgnr_10GB_30D_CY_U,25.00,15.00,8.50,0,0,0,43:16.3,43:16.3,\N,3,1,0
2429,Cyprus 1GB,0,Europe,2,1,7,esimgnr_1GB_7D_CY_U,5.00,2.50,1.47,0,0,0,43:16.3,43:16.3,\N,3,1,0
2430,Cyprus 20GB,0,Europe,2,20,30,esimgnr_20GB_30D_CY_U,35.00,25.00,15.00,0,0,0,43:16.3,43:16.3,\N,3,1,0
2431,Cyprus 3GB,0,Europe,2,3,30,esimgnr_3GB_30D_CY_U,10.00,6.00,3.24,0,0,0,43:16.3,43:16.3,\N,3,1,0
2432,Cyprus 5GB,0,Europe,2,5,30,esimgnr_5GB_30D_CY_U,15.00,10.00,5.05,0,0,0,43:16.3,43:16.3,\N,3,1,0
2433,Czech Republic 10GB,0,Europe,2,10,30,esimgnr_10GB_30D_CZ_U,25.00,15.00,8.50,0,0,0,43:16.4,43:16.4,\N,3,1,0
2434,Czech Republic 1GB,0,Europe,2,1,7,esimgnr_1GB_7D_CZ_U,5.00,2.50,1.47,0,0,0,43:16.4,43:16.4,\N,3,1,0
2435,Czech Republic 20GB,0,Europe,2,20,30,esimgnr_20GB_30D_CZ_U,35.00,25.00,15.00,0,0,0,43:16.4,43:16.4,\N,3,1,0
2436,Czech Republic 3GB,0,Europe,2,3,30,esimgnr_3GB_30D_CZ_U,10.00,6.00,3.24,0,0,0,43:16.4,43:16.4,\N,3,1,0
2437,Czech Republic 5GB,0,Europe,2,5,30,esimgnr_5GB_30D_CZ_U,15.00,10.00,5.05,0,0,0,43:16.4,43:16.4,\N,3,1,0
2438,Denmark 10GB,0,Europe,2,10,30,esimgnr_10GB_30D_DK_U,25.00,15.00,8.50,0,0,0,43:16.4,43:16.4,\N,3,1,0
2439,Denmark 1GB,0,Europe,2,1,7,esimgnr_1GB_7D_DK_U,5.00,2.50,1.47,0,0,0,43:16.4,43:16.4,\N,3,1,0
2440,Denmark 20GB,0,Europe,2,20,30,esimgnr_20GB_30D_DK_U,35.00,25.00,15.00,0,0,0,43:16.4,43:16.4,\N,3,1,0
2441,Denmark 3GB,0,Europe,2,3,30,esimgnr_3GB_30D_DK_U,10.00,6.00,3.24,0,0,0,43:16.5,43:16.5,\N,3,1,0
2442,Denmark 5GB,0,Europe,2,5,30,esimgnr_5GB_30D_DK_U,15.00,10.00,5.05,0,0,0,43:16.5,43:16.5,\N,3,1,0
