id,plan_name,global_plan,region,plan_type,data,validity,package_name,retail_price,wholesale_price,cost_price,singleUse,test_plan,isRegional,created_at,updated_at,deleted_at,vendor_id,recharge_only,platinum_price,countries
154,Algeria 3GB,0,Africa,2,3,30,algecom-30days-3gb,17.50,14.55,11.60,0,0,0,26:01.8,07:21.7,\N,1,0,13.10,DZA
155,Belgium 3GB,0,Europe,2,3,30,esim_3GB_30D_BE_V2,10.00,6.00,3.28,0,0,0,26:01.8,07:21.7,\N,3,0,4.70,BEL
156,Bosnia and Herzegovina 3GB,0,Eastern Europe,2,3,30,bosher-30days-3gb,9.50,8.80,4.50,0,0,0,26:01.8,07:21.7,\N,1,0,6.70,BIH
157,Andorra 3GB,0,Europe,2,3,30,handi-30days-3gb,10.50,8.00,4.20,0,0,0,26:01.8,07:21.7,\N,1,0,6.10,AND
158,Brunei Darussalam 3GB,0,Middle East,2,3,30,muara-mobile-30days-3gb,18.00,17.50,15.30,0,0,0,26:01.8,07:21.7,\N,1,0,16.40,BRN
159,Botswana 3GB,0,Africa,2,3,30,maun-telecom-30days-3gb,20.00,19.00,17.00,0,0,0,26:01.8,07:21.7,\N,1,0,18.00,BWA
160,Canada 3GB,0,North America,2,3,30,esim_3GB_30D_CA_V2,15.00,12.00,6.70,0,0,0,26:01.8,07:21.7,\N,3,0,9.40,CAN
161,Malaysia 1GB,0,Asia,2,1,7,sambungkan-7days-1gb,4.50,3.20,1.10,0,0,0,26:01.8,07:21.7,\N,1,0,2.20,MYS
162,Bangladesh 3GB,0,Asia,2,3,30,fatafati-30days-3gb,9.50,8.00,4.70,0,0,0,26:01.8,07:21.7,\N,1,0,6.40,BGD
163,Brazil 3GB,0,LATAM,2,3,30,esim_3GB_30D_BR_V2,14.00,11.00,8.45,0,0,0,26:01.8,07:21.7,\N,3,0,9.80,BRA
164,Albania 3GB,0,Eastern Europe,2,3,30,esim_3GB_30D_AL_V2,11.00,10.50,6.43,0,0,0,26:01.8,07:21.7,\N,3,0,8.50,ALB
165,Chad 3GB,0,Africa,2,3,30,first-well-30days-3gb,18.50,16.50,14.80,0,0,0,26:01.8,07:21.7,\N,1,0,15.70,TCD
166,Bolivia 3GB,0,LATAM,2,3,30,wa-mobile-15days-3gb,23.00,21.00,18.00,0,0,0,26:01.8,07:21.7,\N,1,0,19.50,BOL
167,Colombia 3GB,0,LATAM,2,3,30,esim_3GB_30D_CO_V2,18.00,13.00,8.45,0,0,0,26:01.8,07:21.7,\N,3,0,10.80,COL
168,Bulgaria 3GB,0,Europe,2,3,30,esim_3GB_30D_BG_V2,10.00,6.00,3.28,0,0,0,26:01.8,07:21.7,\N,3,0,4.70,BGR
169,Chile 3GB,0,LATAM,2,3,30,esim_3GB_30D_CL_V2,15.00,12.00,8.45,0,0,0,26:01.8,07:21.7,\N,3,0,10.30,CHL
170,Croatia 3GB,0,Eastern Europe,2,3,30,esim_3GB_30D_HR_V2,10.00,6.00,3.28,0,0,0,26:01.8,07:21.7,\N,3,0,4.70,HRV
171,Cameroon 3GB,0,Africa,2,3,30,kamtok-telecom-3gb,14.50,12.50,10.40,0,0,0,26:01.8,07:21.7,\N,1,0,11.50,CMR
172,Bahrain 3GB,0,Middle East,2,3,30,saar-mobile-30days-3gb,14.00,12.00,10.60,0,0,0,26:01.8,07:21.7,\N,1,0,11.30,BHR
173,Central African Republic 3GB,0,Africa,2,3,30,esim_3GB_30D_CF_V2,35.00,31.50,28.32,0,0,0,26:01.8,07:21.7,\N,3,0,30.00,CAF
174,DRC 3GB,0,Africa,2,3,30,pondu-mobile-30days-3gb,16.50,14.00,11.80,0,0,0,26:01.8,07:21.7,\N,1,0,12.90,COD
175,Denmark 3GB,0,Europe,2,3,30,esim_3GB_30D_DK_V2,10.00,5.00,2.83,0,0,0,26:01.8,07:21.7,\N,3,0,4.00,DNK
176,Congo 3GB,0,Africa,2,3,30,sanghatel-30days-3gb,19.00,17.00,15.00,0,0,0,26:01.8,07:21.7,\N,1,0,16.00,COG
177,Cyprus 3GB,0,Europe,2,3,30,esim_3GB_30D_CY_V2,10.00,6.00,3.28,0,0,0,26:01.8,07:21.7,\N,3,0,4.70,CYP
178,Costa Rica 3GB,0,LATAM,2,3,30,esim_3GB_30D_CR_V2,21.50,15.00,8.45,0,0,0,26:01.8,07:21.7,\N,3,0,11.80,CRI
179,Ghana 3GB,0,Africa,2,3,30,fifi-mobile-30days-3gb,12.00,10.00,7.90,0,0,0,26:01.8,07:21.7,\N,1,0,9.00,GHA
180,Czech Republic 3GB,0,Europe,2,3,30,esim_3GB_30D_CZ_V2,10.00,6.00,3.28,0,0,0,26:01.8,07:21.7,\N,3,0,4.70,CZE
181,Germany 3GB,0,Europe,2,3,30,esim_3GB_30D_DE_V2,10.00,6.00,3.28,0,0,0,26:01.8,07:21.7,\N,3,0,4.70,DEU
182,Ecuador 3GB,0,LATAM,2,3,30,esim_3GB_30D_EC_V2,21.50,15.00,8.45,0,0,0,26:01.8,07:21.7,\N,3,0,11.80,ECU
183,Georgia 3GB,0,Eastern Europe,2,3,30,kargi-mobile-30days-3gb,13.50,8.50,5.00,0,0,0,26:01.8,07:21.7,\N,1,0,6.80,GEO
184,Egypt 3GB,0,Africa,2,3,30,esim_3GB_30D_EG_V2,21.50,18.00,9.04,0,0,0,26:01.8,07:21.7,\N,3,0,13.60,EGY
185,Cambodia 3GB,0,Asia,2,3,30,connect-cambodia-30days-3gb,9.50,8.00,4.70,0,0,0,26:01.9,07:21.7,\N,1,0,6.40,KHM
186,El Salvador 3GB,0,LATAM,2,3,30,esim_3GB_30D_SV_V2,21.50,15.00,8.45,0,0,0,26:01.9,07:21.7,\N,3,0,11.80,SLV
187,Estonia 3GB,0,Europe,2,3,30,esim_3GB_30D_EE_V2,10.00,6.00,3.28,0,0,0,26:01.9,07:21.7,\N,3,0,4.70,EST
188,Honduras 3GB,0,LATAM,2,3,30,honnet-30days-3gb,18.00,16.00,14.30,0,0,0,26:01.9,07:21.7,\N,1,0,15.20,HND
189,Gabon 3GB,0,Africa,2,3,30,libreville-30days-3gb,20.00,17.50,14.80,0,0,0,26:01.9,07:21.7,\N,1,0,16.20,GAB
190,Hungary 3GB,0,Europe,2,3,30,esim_3GB_30D_HU_V2,10.00,6.00,3.28,0,0,0,26:01.9,07:21.7,\N,3,0,4.70,HUN
191,Iceland 3GB,0,Europe,2,3,30,esim_3GB_30D_IS_V2,10.00,6.00,3.28,0,0,0,26:01.9,07:21.7,\N,3,0,4.70,ISL
192,Gibraltar (UK) 3GB,0,Europe,2,3,30,gibnet-30days-3gb,11.00,9.00,7.40,0,0,0,26:01.9,07:21.7,\N,1,0,8.20,GIB
193,Greece 3GB,0,Europe,2,3,30,esim_3GB_30D_GR_V2,10.00,6.00,3.28,0,0,0,26:01.9,07:21.7,\N,3,0,4.70,GRC
194,Finland 3GB,0,Europe,2,3,30,esim_3GB_30D_FI_V2,10.00,6.00,3.28,0,0,0,26:01.9,07:21.7,\N,3,0,4.70,FIN
195,Kazakhstan 3GB,0,Asia,2,3,30,kazaknet-30days-3gb,9.50,7.50,5.40,0,0,0,26:01.9,07:21.7,\N,1,0,6.50,KAZ
196,France 3GB,0,Europe,2,3,30,esim_3GB_30D_FR_V2,10.00,5.00,2.83,0,0,0,26:01.9,07:21.7,\N,3,0,4.00,FRA
197,Kenya 3GB,0,Africa,2,3,30,esim_3GB_30D_KE_V2,27.00,25.00,18.52,0,0,0,26:01.9,07:21.7,\N,3,0,21.80,KEN
198,Jordan 3GB,0,Middle East,2,3,30,esim_3GB_30D_JO_V2,15.00,13.50,11.98,0,0,0,26:01.9,07:21.7,\N,3,0,12.80,JOR
199,Hong Kong 3GB,0,Asia,2,3,30,esim_3GB_30D_HK_V2,10.00,6.00,4.79,0,0,0,26:01.9,07:21.7,\N,3,0,5.40,HKG
200,Ireland 3GB,0,Europe,2,3,30,esim_3GB_30D_IE_V2,10.00,5.00,2.83,0,0,0,26:01.9,07:21.7,\N,3,0,4.00,IRL
201,Indonesia 3GB,0,Asia,2,3,30,esim_3GB_30D_ID_V2,10.00,7.00,4.79,0,0,0,26:01.9,07:21.7,\N,3,0,5.90,TCD
202,Guinea Bissau 3GB,0,Africa,2,3,30,esim_3GB_30D_GW_V2,35.00,31.50,28.32,0,0,0,26:01.9,07:21.7,\N,3,0,30.00,GNB
203,Guatemala 3GB,0,LATAM,2,3,30,tikal-mobile-30days-3gb,17.00,15.00,13.30,0,0,0,26:01.9,07:21.7,\N,1,0,14.20,GTM
204,Liechtenstein 3GB,0,Europe,2,3,30,esim_3GB_30D_LI_V2,10.00,6.00,3.28,0,0,0,26:01.9,07:21.7,\N,3,0,4.70,LIE
205,Lithuania 3GB,0,Europe,2,3,30,esim_3GB_30D_LT_V2,10.00,6.00,3.28,0,0,0,26:01.9,07:21.7,\N,3,0,4.70,LTU
206,Luxembourg 3GB,0,Europe,2,3,30,esim_3GB_30D_LU_V2,10.00,6.00,3.28,0,0,0,26:01.9,07:21.7,\N,3,0,4.70,LUX
207,Italy 3GB,0,Europe,2,3,30,esim_3GB_30D_IT_V2,10.00,5.00,2.83,0,0,0,26:01.9,07:21.7,\N,3,0,4.00,ITA
208,Malawi 3GB,0,Africa,2,3,30,shire-mobile-30days-3gb,25.00,22.50,19.20,0,0,0,26:01.9,07:21.7,\N,1,0,20.90,MWI
209,Korea 3GB,0,Asia,2,3,30,esim_3GB_30D_KR_V2,12.50,8.50,7.08,0,0,0,26:01.9,07:21.7,\N,3,0,7.80,KOR
210,Israel 3GB,0,Middle East,2,3,30,esim_3GB_30D_IL_V2,12.50,8.50,5.45,0,0,0,26:01.9,07:21.7,\N,3,0,7.00,ISR
211,Mali 3GB,0,Africa,2,3,30,maliconnected-30days-3gb,20.00,17.00,13.80,0,0,0,26:01.9,07:21.7,\N,1,0,15.40,MLI
212,Macedonia 3GB,0,Eastern Europe,2,3,30,matka-mobile-30days-3gb,9.50,8.00,4.70,0,0,0,26:01.9,07:21.7,\N,1,0,6.40,MKD
213,Mongolia 3GB,0,Asia,2,3,30,mongo-mobile-fiber-30days-3gb,16.00,14.00,11.30,0,0,0,26:01.9,07:21.7,\N,1,0,12.70,MNG
214,Liberia 3GB,0,Africa,2,3,30,mariocom-30days-3gb,16.50,15.50,14.00,0,0,0,26:01.9,07:21.7,\N,1,0,14.80,LBR
216,Madagascar 3GB,0,Africa,2,3,30,madacom-30days-3gb,20.50,17.00,12.10,0,0,0,26:01.9,07:21.7,\N,1,0,14.60,MDG
217,Kosovo 3GB,0,Eastern Europe,2,3,30,kosnet-30days-3gb,16.00,13.00,9.60,0,0,0,26:01.9,07:21.7,\N,1,0,11.30,XKX
218,Malta 3GB,0,Europe,2,3,30,esim_3GB_30D_MT_V2,10.00,6.00,3.28,0,0,0,26:01.9,07:21.7,\N,3,0,4.70,MLT
219,Latvia 3GB,0,Eastern Europe,2,3,30,esim_3GB_30D_LV_V2,10.00,6.00,3.28,0,0,0,26:01.9,07:21.7,\N,3,0,4.70,LVA
220,Mexico 3GB,0,North America,2,3,30,esim_3GB_30D_MX_V2,15.00,12.00,8.45,0,0,0,26:01.9,07:21.7,\N,3,0,10.30,MEX
221,Norway 3GB,0,Europe,2,3,30,esim_3GB_30D_NO_V2,10.00,6.00,3.28,0,0,0,26:01.9,07:21.7,\N,3,0,4.70,NOR
222,Pakistan 3GB,0,Asia,2,3,30,sheesh-30days-3gb,9.50,7.10,4.70,0,0,0,26:02.0,07:21.7,\N,1,0,5.90,PAK
223,Oman 3GB,0,Middle East,2,3,30,omancom-30days-3gb,10.50,8.10,5.70,0,0,0,26:02.0,07:21.7,\N,1,0,6.90,OMN
224,Macau 3GB,0,Asia,2,3,30,esim_3GB_30D_MO_V2,10.00,6.00,4.79,0,0,0,26:02.0,07:21.7,\N,3,0,5.40,MAC
225,Moldova 3GB,0,Eastern Europe,2,3,30,soroca-mobile-30days-3gb,8.50,6.00,4.00,0,0,0,26:02.0,07:21.7,\N,1,0,5.00,MDA
226,New Zealand 3GB,0,Oceania,2,3,30,esim_3GB_30D_NZ_V2,12.50,10.00,8.45,0,0,0,26:02.0,07:21.7,\N,3,0,9.30,NZL
227,Netherlands 3GB,0,Europe,2,3,30,esim_3GB_30D_NL_V2,10.00,6.00,3.28,0,0,0,26:02.0,07:21.7,\N,3,0,4.70,NLD
228,Niger 3GB,0,Africa,2,3,30,esim_3GB_30D_NE_V2,35.00,31.50,28.32,0,0,0,26:02.0,07:21.7,\N,3,0,30.00,NER
229,Nigeria 3GB,0,Africa,2,3,30,nigercell-30days-3gb,22.00,17.00,14.00,0,0,0,26:02.0,07:21.7,\N,1,0,15.50,NGA
230,Poland 3GB,0,Europe,2,3,30,esim_5GB_30D_PL_V2,10.00,7.50,5.22,0,0,0,26:02.0,07:21.7,\N,3,0,6.40,POL
231,Montenegro 3GB,0,Eastern Europe,2,3,30,jezero-30days-3gb,10.50,9.00,5.70,0,0,0,26:02.0,07:21.7,\N,1,0,7.40,MNE
232,Portugal 3GB,0,Europe,2,3,30,esim_3GB_30D_PT_V2,10.00,6.00,3.28,0,0,0,26:02.0,07:21.7,\N,3,0,4.70,PRT
233,Malaysia 3GB,0,Asia,2,3,30,sambungkan-30days-3gb,10.50,6.00,3.00,0,0,0,26:02.0,07:21.7,\N,1,0,4.50,MYS
234,Nicaragua 3GB,0,LATAM,2,3,30,esim_3GB_30D_NI_V2,25.00,21.00,18.52,0,0,0,26:02.0,07:21.7,\N,3,0,19.80,NIC
235,Paraguay 3GB,0,LATAM,2,3,30,esim_3GB_30D_PY_V2,28.00,25.00,21.78,0,0,0,26:02.0,07:21.7,\N,3,0,23.40,PRY
236,Peru 3GB,0,LATAM,2,3,30,esim_3GB_30D_PE_V2,21.50,15.00,8.45,0,0,0,26:02.0,07:21.7,\N,3,0,11.80,PER
237,Romania 3GB,0,Eastern Europe,2,3,30,esim_3GB_30D_RO_V2,10.00,6.00,3.28,0,0,0,26:02.0,07:21.7,\N,3,0,4.70,ROU
238,Serbia 3GB,0,Eastern Europe,2,3,30,serbia-mobile-30days-3gb,9.50,7.10,4.70,0,0,0,26:02.0,07:21.7,\N,1,0,5.90,SRB
239,Seychelles 3GB,0,Africa,2,3,30,laziocom-30days-3gb,17.50,15.00,12.80,0,0,0,26:02.0,07:21.7,\N,1,0,13.90,SYC
240,Puerto Rico 3GB,0,LATAM,2,3,30,boricua-mobile-30days-3gb,11.00,7.90,4.80,0,0,0,26:02.0,07:21.7,\N,1,0,6.40,PRI
241,Morocco 3GB,0,Africa,2,3,30,esim_3GB_30D_MA_V2,10.00,7.50,5.45,0,0,0,26:02.0,07:21.7,\N,3,0,6.50,MAR
242,Panama 3GB,0,LATAM,2,3,30,esim_3GB_30D_PA_V2,25.00,21.00,18.52,0,0,0,26:02.0,07:21.7,\N,3,0,19.80,PAN
243,Réunion 3GB,0,Africa,2,3,30,reunion-mobile-30days-3gb,10.00,6.10,2.20,0,0,0,26:02.0,07:21.7,\N,1,0,4.20,REU
244,Russia 3GB,0,Eastern Europe,2,3,30,esim_3GB_30D_RU_V2,9.00,7.50,6.43,0,0,0,26:02.0,07:21.7,\N,3,0,7.00,RUS
245,Singapore 3GB,0,Asia,2,3,30,esim_3GB_30D_SG_V2,10.00,6.00,4.79,0,0,0,26:02.0,07:21.7,\N,3,0,5.40,SGP
246,Turkey 3GB,0,Europe,2,3,30,esim_3GB_30D_TR_V2,10.00,5.00,2.83,0,0,0,26:02.0,07:21.7,\N,3,0,4.00,TUR
247,Qatar 3GB,0,Middle East,2,3,30,pearl-mobile-30days-3gb,12.00,8.60,5.20,0,0,0,26:02.0,07:21.7,\N,1,0,6.90,QAT
248,United Arab Emirates (UAE) 3GB,0,Middle East,2,3,30,esim_3GB_30D_AE_V2,12.50,8.50,4.79,0,0,0,26:02.0,07:21.7,\N,3,0,6.70,ARE
249,South Africa 3GB,0,Africa,2,3,30,cellsa-30days-3gb,11.00,9.00,7.20,0,0,0,26:02.0,07:21.7,\N,1,0,8.10,ZAF
250,Sri Lanka 3GB,0,Asia,2,3,30,esim_3GB_30D_LK_V2,12.50,8.50,5.45,0,0,0,26:02.0,07:21.7,\N,3,0,7.00,LKA
251,United Kingdom 3GB,0,Europe,2,3,30,esim_3GB_30D_GB_V2,10.00,5.00,2.83,0,0,0,26:02.0,07:21.7,\N,3,0,4.00,GBR
252,Saudi Arabia 3GB,0,Middle East,2,3,30,red-sand-30days-3gb,11.00,8.60,6.20,0,0,0,26:02.0,07:21.7,\N,1,0,7.40,SAU
253,Sweden 3GB,0,Europe,2,3,30,esim_3GB_30D_SE_V2,10.00,5.00,2.83,0,0,0,26:02.0,07:21.7,\N,3,0,4.00,SWE
254,Slovenia 3GB,0,Eastern Europe,2,3,30,esim_3GB_30D_SI_V2,10.00,6.00,3.28,0,0,0,26:02.0,07:21.7,\N,3,0,4.70,SVN
255,Switzerland 3GB,0,Europe,2,3,30,esim_3GB_30D_CH_V2,10.00,5.00,2.83,0,0,0,26:02.0,07:21.7,\N,3,0,4.00,CHE
256,Thailand 3GB,0,Asia,2,3,30,esim_3GB_30D_TH_V2,10.00,7.00,5.45,0,0,0,26:02.0,07:21.7,\N,3,0,6.30,THA
257,Slovakia 3GB,0,Eastern Europe,2,3,30,esim_3GB_30D_SK_V2,10.00,6.00,3.28,0,0,0,26:02.0,07:21.7,\N,3,0,4.70,SVK
258,Tanzania 3GB,0,Africa,2,3,30,tanzacomm-30days-3gb,11.00,9.00,7.20,0,0,0,26:02.0,07:21.7,\N,1,0,8.10,TZA
259,Tonga 3GB,0,Oceania,2,3,30,tofua-mobile-30days-3gb,13.00,12.00,9.10,0,0,0,26:02.0,07:21.7,\N,1,0,10.60,TON
260,Vietnam 3GB,0,Asia,2,3,30,esim_3GB_30D_VN_V2,12.50,8.50,7.08,0,0,0,26:02.0,07:21.7,\N,3,0,7.80,VNM
261,Venezuela 3GB,0,LATAM,2,3,30,aragua-mobile-30days-3gb,25.50,22.00,16.70,0,0,0,26:02.0,07:21.7,\N,1,0,19.40,VEN
262,Uganda 3GB,0,Africa,2,3,30,esim_3GB_30D_UG_V2,20.00,16.00,13.62,0,0,0,26:02.1,07:21.7,\N,3,0,14.90,UGA
263,Albania 5GB,0,Eastern Europe,2,5,30,esim_5GB_30D_AL_V2,15.50,13.50,10.35,0,0,0,26:02.1,07:21.7,\N,3,0,12.00,ALB
264,Spain 3GB,0,Europe,2,3,30,esim_3GB_30D_ES_V2,10.00,6.00,3.49,0,0,0,26:02.1,07:21.7,\N,3,0,4.80,ESP
265,Uzbekistan 3GB,0,Middle East,2,3,30,uzbeknet-30days-3gb,9.50,7.50,5.00,0,0,0,26:02.1,07:21.7,\N,1,0,6.30,UZB
266,Algeria 5GB,0,Africa,2,5,30,algecom-30days-5gb,27.00,23.00,19.00,0,0,0,26:02.1,07:21.7,\N,1,0,21.00,DZA
267,Armenia 5GB,0,Eastern Europe,2,5,30,esim_5GB_30D_AM_V2,35.00,28.00,22.33,0,0,0,26:02.1,07:21.7,\N,3,0,25.20,ARM
269,Zambia 3GB,0,Africa,2,3,30,esim_3GB_30D_ZM_V2,25.00,21.00,18.52,0,0,0,26:02.1,07:21.7,\N,3,0,19.80,ZMB
270,Bahrain 5GB,0,Middle East,2,5,30,saar-mobile-30days-5gb,22.00,19.00,15.50,0,0,0,26:02.1,07:21.7,\N,1,0,17.30,BHR
271,Ukraine 3GB,0,Europe,2,3,30,esim_3GB_30D_UA_V2,10.00,6.00,4.14,0,0,0,26:02.1,07:21.7,\N,3,0,5.10,UKR
272,Belgium 5GB,0,Europe,2,5,30,esim_5GB_30D_BE_V2,15.00,10.00,5.22,0,0,0,26:02.1,07:21.7,\N,3,0,7.70,BEL
273,Andorra 5GB,0,Europe,2,5,30,handi-30days-5gb,15.00,12.00,7.00,0,0,0,26:02.1,07:21.7,\N,1,0,9.50,AND
274,Uruguay 3GB,0,LATAM,2,3,30,esim_3GB_30D_UY_V2,21.50,15.00,8.45,0,0,0,26:02.1,07:21.7,\N,3,0,11.80,URY
275,Botswana 5GB,0,Africa,2,5,30,maun-telecom-30days-5gb,32.00,30.00,26.00,0,0,0,26:02.1,07:21.7,\N,1,0,28.00,BWA
276,Australia 5GB,0,Oceania,2,5,30,esim_5GB_30D_AU_V2,15.00,11.00,6.54,0,0,0,26:02.1,07:21.7,\N,3,0,8.80,AUS
277,Bangladesh 5GB,0,Asia,2,5,30,fatafati-30days-5gb,13.00,12.00,7.50,0,0,0,26:02.1,07:21.7,\N,1,0,9.80,BGD
278,Austria 5GB,0,Europe,2,5,30,esim_5GB_30D_AT_V2,15.00,9.00,4.36,0,0,0,26:02.1,07:21.7,\N,3,0,6.70,AUT
279,Azerbaijan 5GB,0,Middle East,2,5,30,yaxsi-mobile-30days-5gb,26.50,22.25,18.00,0,0,0,26:02.1,07:21.7,\N,1,0,20.20,AZE
280,Brunei Darussalam 5GB,0,Middle East,2,5,30,muara-mobile-30days-5gb,27.50,26.00,23.00,0,0,0,26:02.1,07:21.7,\N,1,0,24.50,BRN
281,Bolivia 5GB,0,LATAM,2,5,30,wa-mobile-15days-5gb,36.00,33.00,29.50,0,0,0,26:02.1,07:21.7,\N,1,0,31.30,BOL
282,Bosnia and Herzegovina 5GB,0,Eastern Europe,2,5,30,bosher-30days-5gb,13.00,12.00,7.00,0,0,0,26:02.1,07:21.7,\N,1,0,9.50,BIH
283,Argentina 5GB,0,LATAM,2,5,30,esim_5GB_30D_AR_V2,25.00,18.00,13.72,0,0,0,26:02.1,07:21.7,\N,3,0,15.90,ARG
284,Brazil 5GB,0,LATAM,2,5,30,esim_5GB_30D_BR_V2,23.00,18.00,13.72,0,0,0,26:02.1,07:21.7,\N,3,0,15.90,BRA
285,Central African Republic 5GB,0,Africa,2,5,30,esim_5GB_30D_CF_V2,65.00,55.00,46.83,0,0,0,26:02.1,07:21.7,\N,3,0,51.00,CAF
286,Croatia 5GB,0,Eastern Europe,2,5,30,esim_5GB_30D_HR_V2,15.00,10.00,5.22,0,0,0,26:02.1,07:21.7,\N,3,0,7.70,HRV
287,Czech Republic 5GB,0,Europe,2,5,30,esim_5GB_30D_CZ_V2,15.00,10.00,5.22,0,0,0,26:02.1,07:21.7,\N,3,0,7.70,CZE
288,Colombia 5GB,0,LATAM,2,5,30,esim_5GB_30D_CO_V2,26.00,20.00,13.72,0,0,0,26:02.1,07:21.7,\N,3,0,16.90,COL
289,Chile 5GB,0,LATAM,2,5,30,esim_5GB_30D_CL_V2,25.00,20.00,13.72,0,0,0,26:02.1,07:21.7,\N,3,0,16.90,CHL
290,Cambodia 5GB,0,Asia,2,5,30,connect-cambodia-30days-5gb,13.00,11.00,7.50,0,0,0,26:02.1,07:21.7,\N,1,0,9.30,KHM
291,Cameroon 5GB,0,Africa,2,5,30,kamtok-telecom-5gb,22.00,19.50,17.00,0,0,0,26:02.1,07:21.7,\N,1,0,18.30,CMR
292,Chad 5GB,0,Africa,2,5,30,first-well-30days-5gb,29.50,27.50,24.00,0,0,0,26:02.1,07:21.7,\N,1,0,25.80,TCD
293,Egypt 5GB,0,Africa,2,5,30,esim_5GB_30D_EG_V2,35.00,30.00,14.70,0,0,0,26:02.1,07:21.7,\N,3,0,22.40,EGY
294,El Salvador 5GB,0,LATAM,2,5,30,esim_5GB_30D_SV_V2,25.00,18.00,13.72,0,0,0,26:02.1,07:21.7,\N,3,0,15.90,SLV
295,Congo 5GB,0,Africa,2,5,30,sanghatel-30days-3gb,32.00,27.50,24.50,0,0,0,26:02.1,07:21.7,\N,1,0,26.00,COG
296,Finland 5GB,0,Europe,2,5,30,esim_5GB_30D_FI_V2,15.00,10.00,5.22,0,0,0,26:02.1,07:21.7,\N,3,0,7.70,FIN
297,Canada 5GB,0,North America,2,5,30,esim_5GB_30D_CA_V2,25.00,20.00,10.75,0,0,0,26:02.1,07:21.7,\N,3,0,15.40,CAN
298,Costa Rica 5GB,0,LATAM,2,5,30,esim_5GB_30D_CR_V2,25.00,18.00,13.72,0,0,0,26:02.1,07:21.7,\N,3,0,15.90,CRI
299,Bulgaria 5GB,0,Europe,2,5,30,esim_5GB_30D_BG_V2,15.00,10.00,5.22,0,0,0,26:02.1,07:21.7,\N,3,0,7.70,BGR
300,Cyprus 5GB,0,Europe,2,5,30,esim_5GB_30D_CY_V2,15.00,10.00,5.22,0,0,0,26:02.1,07:21.7,\N,3,0,7.70,CYP
301,Ghana 5GB,0,Africa,2,5,30,fifi-mobile-30days-5gb,17.00,15.00,13.00,0,0,0,26:02.2,07:21.7,\N,1,0,14.00,GHA
302,Gibraltar (UK) 5GB,0,Europe,2,5,30,gibnet-30days-5gb,20.00,15.00,12.00,0,0,0,26:02.2,07:21.7,\N,1,0,13.50,GIB
303,France 5GB,0,Europe,2,5,30,esim_5GB_30D_FR_V2,12.00,7.50,4.36,0,0,0,26:02.2,07:21.7,\N,3,0,6.00,FRA
304,Greece 5GB,0,Europe,2,5,30,esim_5GB_30D_GR_V2,15.00,10.00,5.22,0,0,0,26:02.2,07:21.7,\N,3,0,7.70,GRC
305,Gabon 5GB,0,Africa,2,5,30,libreville-30days-5gb,29.50,27.50,24.00,0,0,0,26:02.2,07:21.7,\N,1,0,25.80,GAB
306,Ecuador 5GB,0,LATAM,2,5,30,esim_5GB_30D_EC_V2,25.00,18.00,13.72,0,0,0,26:02.2,07:21.7,\N,3,0,15.90,ECU
307,Germany 5GB,0,Europe,2,5,30,esim_5GB_30D_DE_V2,15.00,10.00,5.22,0,0,0,26:02.2,07:21.7,\N,3,0,7.70,DEU
308,Denmark 5GB,0,Europe,2,5,30,esim_5GB_30D_DK_V2,12.00,7.50,4.36,0,0,0,26:02.2,07:21.7,\N,3,0,6.00,DNK
309,Iceland 5GB,0,Europe,2,5,30,esim_5GB_30D_IS_V2,15.00,10.00,5.22,0,0,0,26:02.2,07:21.7,\N,3,0,7.70,ISL
310,Israel 5GB,0,Middle East,2,5,30,esim_5GB_30D_IL_V2,20.00,15.00,8.72,0,0,0,26:02.2,07:21.7,\N,3,0,11.90,ISR
311,India 5GB,0,Asia,2,5,30,indidcomm-30days-5gb,15.00,13.00,9.00,0,0,0,26:02.2,53:16.0,\N,1,0,11.00,IND
312,Estonia 5GB,0,Europe,2,5,30,esim_5GB_30D_EE_V2,15.00,10.00,5.22,0,0,0,26:02.2,07:21.7,\N,3,0,7.70,EST
313,Korea 5GB,0,Asia,2,5,30,esim_5GB_30D_KR_V2,20.00,15.00,11.44,0,0,0,26:02.2,07:21.7,\N,3,0,13.30,KOR
314,Guinea Bissau 5GB,0,Africa,2,5,30,esim_5GB_30D_GW_V2,65.00,55.00,46.83,0,0,0,26:02.2,07:21.7,\N,3,0,51.00,GNB
315,Georgia 5GB,0,Eastern Europe,2,5,30,kargi-mobile-30days-5gb,20.00,14.00,8.00,0,0,0,26:02.2,07:21.7,\N,1,0,11.00,GEO
316,Kuwait 5GB,0,Middle East,2,5,30,liberation-mobile-30days-5gb,15.00,12.00,8.50,0,0,0,26:02.2,07:21.7,\N,1,0,10.30,KWT
317,Latvia 5GB,0,Eastern Europe,2,5,30,esim_5GB_30D_LV_V2,15.00,10.00,5.22,0,0,0,26:02.2,07:21.7,\N,3,0,7.70,LVA
318,Hungary 5GB,0,Europe,2,5,30,esim_5GB_30D_HU_V2,15.00,10.00,5.22,0,0,0,26:02.2,07:21.7,\N,3,0,7.70,HUN
319,Kosovo 5GB,0,Eastern Europe,2,5,30,kosnet-30days-5gb,24.00,20.00,16.00,0,0,0,26:02.2,07:21.7,\N,1,0,18.00,XKX
320,Liberia 5GB,0,Africa,2,5,30,esim_5GB_30D_LR_V2,65.00,55.00,46.83,0,0,0,26:02.2,07:21.7,\N,3,0,51.00,LBR
